id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
10442,490.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.564981991,0.488638858,39.18675925,6979.32479
10443,19.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.508991582,0.45807618,37.33661143,6026.06365
10444,594.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.586602539,0.482118713,40.11817697,7732.22522
10445,549.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.538604193,0.474776543,39.09961353,7357.3589
10446,49.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.442626748,0.42727728,33.84753901,4710.85865
10447,573.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.410849197,0.411271911,33.11609108,4926.27902
10448,302.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.55235942,0.47767525,39.64669117,6480.80815
10449,25.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.443419908,0.42726083,31.78225878,4870.62537
10450,548.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.371183688,0.389593412,30.15219795,3983.09785
10451,92.0,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.443419908,0.418732102,33.85831713,5329.2632
10452,96.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.394441163,0.399556226,30.5797224,4051.55129
10453,403.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509782413,0.429230513,33.29902167,6397.35569
10454,232.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.46555863,0.409033913,31.69696211,5018.45303
10455,201.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.502785174,0.430358895,37.96058614,5932.23909
10456,236.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.595712725,0.495898084,40.18721608,7101.75783
10457,486.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.370946044,0.399983862,30.8920749,3826.17226
10458,567.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.494677622,0.424902006,33.79678871,5946.05226
10459,60.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.192731658,0.403204844,31.67018669,1637.70402
10460,628.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.498715892,0.446570029,36.92483932,5711.85174
10461,488.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.601161249,0.502062222,42.13008169,7675.96352
10462,247.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.559215109,0.471592749,38.65350945,6493.63712
10463,552.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.452690306,0.41985155,33.30696962,5345.99106
10464,268.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.58249065,0.487075422,40.54647951,7443.62446
10465,677.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.578889093,0.497916665,41.36318078,7159.33666
10466,282.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509158377,0.455135389,36.82658691,6182.75087
10467,724.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.504716807,0.430330293,36.81018683,6072.83443
10468,141.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.539747718,0.465041445,37.72398079,6060.64149
10469,596.0,37.5,0.75,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.470881648,0.437265704,34.12272267,5154.97591
10470,308.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.52661476,0.463806532,37.77937909,6626.50685
10471,197.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.603545036,0.50020424,42.53222072,7303.58812
10472,210.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.49739138,0.446570029,35.92331365,5767.17836
10473,361.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.547743879,0.453028369,36.40698205,6702.78038
10474,192.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.417072864,0.412661872,33.33119375,4584.45355
10475,73.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.449195313,0.411271911,33.31223192,5061.72061
10476,586.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.606612254,0.500647106,42.79905453,7617.39589
10477,48.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.340063353,0.388819023,28.80786754,3276.36206
10478,450.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.608455265,0.530933466,43.3126693,7715.81088
10479,522.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.47973321,0.426773305,34.05053194,5718.40817
10480,471.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.408178454,0.405898222,31.88184658,4587.38557
10481,444.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.621376432,0.513721618,43.07173864,8408.38341
10482,583.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.444908279,0.391211231,31.02327724,5424.12351
10483,395.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.596551315,0.496548991,42.48753914,7639.54789
10484,285.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.596551315,0.491813116,40.22738685,7565.10416
10485,533.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.398218446,0.367762987,29.07835591,3712.99786
10486,409.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.582482579,0.484307576,40.22738685,7243.22611
10487,467.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.480386371,0.43910209,34.8789274,5902.33288
10488,288.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.586303901,0.48651762,40.17821466,7440.71201
10489,207.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566076664,0.485791513,39.33251373,7415.89441
10490,301.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.563746659,0.455238354,38.23520379,7130.83001
10491,615.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.507115625,0.450021969,36.60011315,6079.08526
10492,354.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.500189951,0.447095519,35.41408191,5663.06579
10493,201.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.544644313,0.424657113,36.55432716,6909.43
10494,518.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.531583632,0.438875462,37.60167915,6922.84679
10495,706.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.467569149,0.437265704,34.15934595,5305.74363
10496,19.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.506346175,0.459420676,36.66168432,6376.66256
10497,348.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.598281018,0.494164753,41.78212739,7234.25525
10498,385.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.476807761,0.437317312,34.66057255,7071.61532
10499,5.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.462996546,0.429702536,33.94201411,5330.63134
10500,539.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.404225284,0.409260571,31.59741611,4489.22384
10501,631.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.460510431,0.41390409,33.55926075,4700.57615
10502,504.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.480386371,0.41390409,33.94201411,5128.16351
10503,418.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.644329005,0.528322189,45.47838117,8743.52098
10504,646.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.586303901,0.490020262,40.03902035,7529.17505
10505,612.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.53427161,0.460322355,37.20955415,6328.89332
10506,674.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.483671436,0.443192487,35.18597077,5636.30874
10507,316.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.57467888,0.488568502,39.12726257,6992.82314
10508,351.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.524563481,0.453649741,36.2629303,6628.76363
10509,533.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.556294925,0.477832221,38.6454264,6826.20873
10510,297.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.578114733,0.482423774,40.64163782,7103.50894
10511,48.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.383581787,0.392836179,30.79835142,3900.34404
10512,140.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.581744319,0.491901278,41.05919357,7690.1749
10513,304.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.595052932,0.497916665,41.61500537,7825.87492
10514,757.0,20.0,0.0,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.401490054,0.406869398,31.74453761,4162.76156
10515,668.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.512802719,0.454080207,36.68541263,6702.78038
10516,202.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.490016595,0.446570029,35.8744954,6903.87339
10517,389.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.621810512,0.524273231,44.57214339,8489.69192
10518,445.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564981991,0.485548321,39.7513957,7219.76039
10519,471.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.477961423,0.428118259,33.47013876,5495.36535
10520,266.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.523070143,0.460369104,36.92483932,6188.47714
10521,73.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.429580755,0.40030353,33.97877886,4905.49871
10522,51.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.404446048,0.404869033,31.00460557,4179.18592
10523,360.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.536899811,0.468904437,38.64034468,6870.34212
10524,277.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.546259537,0.471592749,37.55556802,7298.0026
10525,570.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.547283352,0.466474508,37.96686445,6540.10545
10526,458.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.520587192,0.460795368,37.44044874,6292.42962
10527,749.0,25.0,0.5,0.38,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.550116044,0.471592749,38.6454264,6526.98819
10528,235.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.601404506,0.498282106,41.71941614,7969.02575
10529,330.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.523845567,0.463058596,37.35683231,6521.29112
10530,582.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.481204499,0.44549439,35.47352652,5524.14541
10531,176.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.611725787,0.50952792,42.59849195,7933.30235
10532,757.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.477961423,0.41985155,34.30007912,5498.43844
10533,687.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.578889093,0.483702858,39.23411184,7234.25525
10534,498.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.498729997,0.44252903,35.18597077,5852.8742
10535,459.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.427977027,0.411591443,32.27459053,4278.76321
10536,30.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.426173511,0.405558182,31.10924166,6150.84205
10537,195.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.447040787,0.42726083,33.66987505,5945.89951
10538,177.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.583697575,0.453338519,40.40291611,7969.02575
10539,367.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.559215109,0.479607332,38.94515795,6514.63899
10540,539.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.442869304,0.425245072,33.48611213,5016.74159
10541,460.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.450102564,0.420093742,35.28592597,5016.74159
10542,277.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.48180056,0.445382693,37.22885567,5192.88315
10543,256.0,37.5,0.75,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.500058984,0.434863988,34.77712169,6524.29532
10544,703.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.463097152,0.413380913,33.31178956,5330.36931
10545,553.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564794821,0.463558518,37.62889677,6589.27898
10546,709.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.509158377,0.450498441,36.94898618,6263.80788
10547,581.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.504435443,0.453940904,36.36293728,6010.76008
10548,584.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.558394035,0.478666426,39.15823782,7175.06898
10549,715.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.510668562,0.456450549,36.04045222,6034.64214
10550,434.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.462013355,0.403128905,32.41723682,5150.94289
10551,591.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.596551315,0.495185183,41.40492886,7588.36096
10552,577.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.425634435,0.438875462,32.41787171,4952.9856
10553,537.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.468921469,0.43226586,34.17462527,5931.7528
10554,433.0,12.5,0.25,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.645640994,0.508131009,45.06919216,8465.88563
10555,726.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.335529768,0.376880162,28.28409524,3494.94296
10556,519.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566719686,0.472468254,39.58916872,6614.21931
10557,466.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.564981991,0.462760521,39.17615175,6673.304
10558,528.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.454937519,0.419215723,33.55813441,5086.60991
10559,152.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.50831235,0.452912596,36.14878201,6244.19576
10560,181.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.490965919,0.437059543,35.62231346,5741.2103
10561,263.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.508991582,0.45230956,37.87903588,5686.12196
10562,298.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.583378727,0.485912698,40.86547798,7222.00462
10563,398.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.546003143,0.444703745,36.55432716,6958.17479
10564,87.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.492076861,0.442111609,35.50564628,5882.96562
10565,442.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.513772901,0.452320672,36.68258785,5700.24324
10566,515.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.566645314,0.47767525,39.46756134,7521.71436
10567,71.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498952193,0.448463132,34.87061011,5882.96562
10568,292.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.571610169,0.469892556,39.46947609,7284.81478
10569,83.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.617635584,0.508336663,42.50852244,7825.87492
10570,45.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.465538066,0.402855862,33.12546719,5323.30034
10571,599.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.460960916,0.430330293,32.02764698,5482.0813
10572,517.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.46274257,0.426773305,33.33119375,5424.12351
10573,181.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.561962455,0.476002331,39.22848885,7163.9441
10574,339.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.55235942,0.479607332,39.67566796,7198.42285
10575,225.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.50476135,0.425245072,36.09379556,6808.26361
10576,364.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.61854944,0.521136035,44.62396561,8166.59786
10577,496.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.553663086,0.472270742,38.45140921,6821.8081
10578,498.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566719686,0.488638858,39.23039094,7415.89441
10579,743.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.610329712,0.503636289,42.18519611,8002.9971
10580,352.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.638323095,0.527895672,44.56159301,8318.79889
10581,581.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.538703555,0.432754792,36.31114278,6958.17479
10582,594.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.36099568,0.382996774,29.90851804,3822.98167
10583,172.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.424609234,0.403128905,31.57410804,4177.0152
10584,455.0,12.5,0.25,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.601357636,0.491124144,41.6216451,7556.10991
10585,514.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.395911623,0.409907136,31.85521692,4574.81387
10586,343.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.509001253,0.446570029,35.50118221,6578.23522
10587,176.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.50476135,0.453940904,36.40698205,6097.44285
10588,581.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.463187081,0.428118259,33.4416065,5360.87391
10589,541.0,25.0,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498657334,0.448597173,34.33876109,5556.37228
10590,68.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.48180056,0.418219535,35.11807556,5741.2103
10591,639.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.571708025,0.485791513,39.98873363,7608.62182
10592,220.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.620391949,0.524904141,43.95536146,8254.12654
10593,609.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.384981338,0.404869033,30.73453761,4357.82292
10594,346.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.542170237,0.45968428,37.74750888,6361.48951
10595,733.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.544066693,0.476308423,39.06314597,7428.83442
10596,591.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58249065,0.488112101,40.56148952,7428.83442
10597,321.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.55235942,0.455453173,38.38301202,6529.98232
10598,352.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.621749749,0.514790079,43.17615175,8254.05731
10599,627.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.320564713,0.367762987,29.55801912,3322.9462
10600,477.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.384646205,0.388632634,29.3286186,3837.51296
10601,441.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.645475445,0.510839162,45.61979691,8307.38018
10602,711.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.520592483,0.435291285,35.52053432,6320.96112
10603,143.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.573428227,0.48335599,39.22639094,7502.24389
10604,270.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.466109593,0.434863988,34.97131513,5628.71053
10605,664.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.546259537,0.452143551,36.3863589,6595.90158
10606,478.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.477961423,0.427937649,34.0430221,5501.87808
10607,437.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.464368945,0.42018755,33.22890035,5199.79211
10608,178.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.429210588,0.391211231,31.78225878,4247.50893
